problem_id,game,target,studyType
2399.0,PEAGAME,내어,0
2400.0,PEAGAME,오래,0
2401.0,PEAGAME,어우,0
2402.0,PEAGAME,러내,0
2403.0,PEAGAME,내러,0
2404.0,PEAGAME,고리,0
2405.0,PEAGAME,바로,0
2406.0,PEAGAME,서라,0
2407.0,PEAGAME,수거,0
2408.0,PEAGAME,나이,0
2409.0,PEAGAME,너구르,0
2410.0,PEAGAME,마구니,0
2411.0,BOATGAME,매미,0
2412.0,BOATGAME,조개,0
2413.0,BOATGAME,세모,0
2414.0,BOATGAME,재미,0
2415.0,PEAGAME,베개,0
2416.0,PEAGAME,거미,0
2417.0,PEAGAME,주사,0
2418.0,PEAGAME,그네,0
2419.0,PEAGAME,가지,0
2420.0,VENDINGMACHINEGA,가지고,1
